text,label,has_arbitration,arbitration_type,features,source,ambiguous,text_length,word_count,arbitration_keyword_count,legal_keyword_count
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver,location_specified",synthetic,False,310,49,2,4
Any lawsuit or legal action must be filed in the appropriate court in California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,130,23,0,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
You agree that any legal action may be brought in federal or state court in Delaware. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,155,26,0,1
All claims must be resolved through arbitration conducted by American Arbitration Association in the state where the Company is headquartered. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,204,30,2,1
Alternative dispute resolution is encouraged but not required.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,8,1,2
Court proceedings are the exclusive remedy for any legal matter arising from this agreement. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,141,23,0,3
You agree that any legal action may be brought in federal or state court in Delaware. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,155,26,0,1
"You and the Company agree that any disagreement will be resolved through individual arbitration, and you waive your right to participate in class actions.",1,True,mandatory,class_action_waiver,synthetic,False,154,24,2,0
You may seek equitable relief in court for intellectual property violations.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,76,11,0,2
"You and the Company agree that any dispute, claim or controversy arising out of or relating to these Terms or the breach, termination, enforcement, interpretation or validity thereof or the use of the Service (collectively, 'Disputes') will be settled by binding arbitration, except that each party retains the right: (i) to bring an individual action in small claims court and (ii) to seek injunctive or other equitable relief in a court of competent jurisdiction. You acknowledge and agree that you and the Company are each waiving the right to a trial by jury or to participate as a plaintiff or class member in any purported class action or representative proceeding.",1,True,binding,"binding,jury_trial_waiver,class_action_waiver,small_claims_exception",original,False,671,110,2,10
You agree that any legal action may be brought in federal or state court in the state of incorporation. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,173,29,0,1
"You agree to indemnify, defend, and hold harmless the Company and its officers, directors, employees, agents, and affiliates from and against any and all claims, damages, obligations, losses, liabilities, costs, and expenses arising from: (a) your violation of these Terms; (b) your violation of any third party right; or (c) any damage caused by your use of the Service.",0,False,none,"indemnity,hold_harmless,user_liability",original,False,371,59,0,2
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,226,38,2,0
You consent to the exclusive jurisdiction of the courts located in California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,127,21,0,3
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,101,16,2,1
"These Terms of Service are governed by and construed in accordance with the laws of the State of California, without regard to its conflict of law principles. You agree that any legal action or proceeding between you and the Company shall be brought exclusively in a federal or state court of competent jurisdiction located in San Francisco County, California.",0,False,none,"court_jurisdiction,venue_selection,no_arbitration",original,False,360,59,0,3
Any lawsuit or legal action must be filed in the appropriate court in California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,130,23,0,2
You consent to the exclusive jurisdiction of the courts located in the state of incorporation.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,94,15,0,2
All claims must be resolved through arbitration conducted by AAA in New York. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,139,23,2,1
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
These Terms are governed by the laws of Delaware and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,89,17,0,2
Any legal matter shall be resolved exclusively in the courts of Delaware. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,143,22,0,1
Legal proceedings may be initiated in any court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,144,21,0,3
All claims must be resolved through arbitration conducted by International Chamber of Commerce in the state where the Company is headquartered. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,205,31,1,1
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
